日期_Date,市场溢酬因子__流通市值加权_Rmrf_tmv,市值因子__流通市值加权_Smb_tmv,账面市值比因子__流通市值加权_Hml_tmv
2019/2/11,0.0188,0.0048,-0.0131
2019/2/12,0.0085,0.0063,-0.0036
2019/2/13,0.0175,-0.0011,-0.0033
2019/2/14,0.0015,0.0035,-0.0059
2019/2/15,-0.0118,0.0137,-0.001
2019/2/18,0.0306,0.0021,-0.0069
2019/2/19,0.0003,0.0076,-0.0027
2019/2/20,0.003,0.002,0.0028
2019/2/21,-0.0031,0.0028,-0.0026
2019/2/22,0.0197,0.0047,-0.0053
2019/2/25,0.0548,-0.0003,-0.0011
2019/2/26,-0.0067,-0.001,0.0043
2019/2/27,-0.0007,0.0027,0.0049
2019/2/28,-0.0013,0.0018,-0.0079
2019/3/1,0.0159,-0.006,-0.0047
2019/3/4,0.014,0.0028,-0.0043
2019/3/5,0.013,0.0127,-0.0071
2019/3/6,0.0135,0.0139,0.0015
2019/3/7,-0.0002,0.0217,0.0017
2019/3/8,-0.0404,-0.0112,-0.0125
2019/3/11,0.0274,0.0132,-0.0057
2019/3/12,0.0127,0.0084,-0.0003
2019/3/13,-0.0142,0,0.0083
2019/3/14,-0.0155,-0.017,0.0005
2019/3/15,0.0121,0.0057,0.0001
2019/3/18,0.0258,-0.0089,-0.0024
2019/3/19,-0.0011,0.007,0.002
2019/3/20,-0.0012,0.0061,0.0021
2019/3/21,0.0052,0.0082,0.0018
2019/3/22,0.0019,0.0027,-0.0006
2019/3/25,-0.0179,0.0086,-0.0003
2019/3/26,-0.0177,-0.0071,-0.0025
2019/3/27,0.0088,-0.0047,-0.0026
2019/3/28,-0.0087,-0.0079,-0.0038
2019/3/29,0.0327,-0.0084,-0.0029
2019/4/1,0.0295,0.0044,-0.0032
2019/4/2,0.0013,0.0074,0.0002
2019/4/3,0.0114,0.0015,0.007
2019/4/4,0.0088,-0.0057,0.0031
2019/4/8,-0.0012,-0.0003,0.0029
2019/4/9,0.0017,0.0032,-0.0065
2019/4/10,0.0002,-0.0028,-0.0016
2019/4/11,-0.0185,0.0083,0.0044
2019/4/12,-0.0011,0.0038,0.0026
2019/4/15,-0.005,-0.0002,0.0017
2019/4/16,0.0234,-0.0001,-0.0055
2019/4/17,0.004,0.0068,-0.0016
2019/4/18,-0.0052,-0.0009,0.0026
2019/4/19,0.0085,0.0015,-0.0022
2019/4/22,-0.0169,0.0038,-0.0002
2019/4/23,-0.008,-0.0125,-0.0038
2019/4/24,0.0048,0.0047,-0.0015
2019/4/25,-0.028,-0.0139,-0.0013
2019/4/26,-0.0123,0.0003,-0.0019
2019/4/29,-0.0118,-0.0304,0.0028
2019/4/30,0.006,0.0052,0.0072
2019/5/6,-0.0618,-0.0104,0.0101
2019/5/7,0.0095,0.004,-0.0004
2019/5/8,-0.01,0.0088,-0.0024
2019/5/9,-0.0142,0.0072,0.005
2019/5/10,0.0338,0.0017,-0.0099
2019/5/13,-0.0119,0.0089,0.0026
2019/5/14,-0.0067,0.002,0.0019
2019/5/15,0.0212,0.0029,-0.009
2019/5/16,0.0054,0.0009,0.0023
2019/5/17,-0.0271,-0.0076,0.0006
2019/5/20,-0.0054,0.0043,0.0019
2019/5/21,0.0143,0.0018,-0.0048
2019/5/22,-0.0048,-0.0012,-0.0045
2019/5/23,-0.0174,-0.0044,0.0068
2019/5/24,-0.002,-0.007,0.0009
2019/5/27,0.0173,0.011,-0.0048
2019/5/28,0.0062,-0.0049,-0.0031
2019/5/29,-0.0001,0.0059,-0.0029
2019/5/30,-0.0042,-0.002,0.0032
2019/5/31,-0.0024,0.0003,0.0002
2019/6/3,-0.0045,-0.0123,0.0004
2019/6/4,-0.0107,-0.007,0.0046
2019/6/5,-0.0002,0.0023,0.0027
2019/6/6,-0.0144,-0.0117,0.0056
2019/6/10,0.0112,-0.0019,-0.0039
2019/6/11,0.0302,0.0029,-0.0061
2019/6/12,-0.0059,0.0036,-0.0027
2019/6/13,0.0013,0.0091,0.0002
2019/6/14,-0.012,-0.0104,0.0018
2019/6/17,0.0004,0.0018,0.0032
2019/6/18,0.0012,-0.0017,-0.0021
2019/6/19,0.0125,0.0013,-0.0033
2019/6/20,0.0221,-0.0071,-0.0039
2019/6/21,0.0073,0.0116,-0.0052
2019/6/24,0.0013,-0.0022,-0.0006
2019/6/25,-0.0096,-0.0029,0.0008
2019/6/26,-0.0006,-0.0019,-0.0006
2019/6/27,0.0089,-0.0046,-0.0067
2019/6/28,-0.006,-0.0096,0.0022
2019/7/1,0.0262,-0.0001,-0.0096
2019/7/2,0.0003,-0.0014,0.0004
2019/7/3,-0.0087,-0.0017,0.0099
2019/7/4,-0.0039,0.0012,0.0091
2019/7/5,0.0041,-0.0017,-0.0085
2019/7/8,-0.0264,-0.0083,0.0006
2019/7/9,-0.0003,0.0048,-0.0005
2019/7/10,-0.0042,-0.0009,-0.0038
2019/7/11,0.0007,0.002,0.002
2019/7/12,0.0061,-0.0032,0.0011
2019/7/15,0.0057,0.0013,-0.0002
2019/7/16,-0.0013,0.0044,0.0037
2019/7/17,-0.0007,0.0002,0.0006
2019/7/18,-0.012,-0.0053,0.0029
2019/7/19,0.0081,-0.0023,0.0014
2019/7/22,-0.0133,-0.0175,-0.0013
2019/7/23,0.0056,0.0084,-0.003
2019/7/24,0.0084,0.0054,-0.0034
2019/7/25,0.0053,-0.0036,-0.0044
2019/7/26,0.0018,-0.003,0.0004
2019/7/29,-0.0006,-0.0016,-0.0034
2019/7/30,0.0041,0.0013,0.001
2019/7/31,-0.0071,0,-0.0031
2019/8/1,-0.007,0.0057,-0.0022
2019/8/2,-0.0143,-0.0037,-0.0035
2019/8/5,-0.0158,0.0046,-0.0017
2019/8/6,-0.0164,-0.0147,-0.0046
2019/8/7,-0.0035,-0.0006,0.0016
2019/8/8,0.0098,-0.0033,-0.0044
2019/8/9,-0.009,-0.0002,0.0031
2019/8/12,0.0162,0.0002,-0.0065
2019/8/13,-0.0071,0.001,-0.0022
2019/8/14,0.0051,-0.0009,-0.0028
2019/8/15,0.0034,0.0001,-0.0037
2019/8/16,0.0037,-0.0003,-0.0059
2019/8/19,0.0234,0.0057,-0.0009
2019/8/20,-0.0002,0.003,-0.002
2019/8/21,-0.0005,0.0026,-0.0008
2019/8/22,0.0027,0.0029,-0.0066
2019/8/23,0.0032,-0.0053,-0.0033
2019/8/26,-0.0106,0.0019,0.0021
2019/8/27,0.0149,0.0026,-0.0024
2019/8/28,-0.0027,0.0018,0.0009
2019/8/29,-0.0017,0.001,-0.005
2019/8/30,-0.0034,-0.0144,-0.0032
2019/9/2,0.0159,0.0079,-0.0015
2019/9/3,0.0034,0.0028,-0.0044
2019/9/4,0.0083,0.0005,0.0072
2019/9/5,0.0088,0.0018,-0.004
2019/9/6,0.0043,-0.0006,0.0012
2019/9/9,0.0116,0.0082,-0.0045
2019/9/10,-0.0017,0.0053,0.001
2019/9/11,-0.0064,0.0039,0.0107
2019/9/12,0.0072,0.0001,-0.0014
2019/9/16,0.0006,0.001,0
2019/9/17,-0.018,-0.0045,-0.0022
2019/9/18,0.0027,-0.0021,-0.008
2019/9/19,0.0061,0.0037,-0.0035
2019/9/20,0.0023,-0.0021,-0.0015
2019/9/23,-0.0098,0.0024,-0.0014
2019/9/24,0.0027,-0.0005,-0.0065
2019/9/25,-0.012,-0.0065,0.003
2019/9/26,-0.0141,-0.0125,0.011
2019/9/27,0.0038,0.0063,-0.0032
2019/9/30,-0.0093,-0.0033,0.0062
