最新股票名称_Lstknm,日期_Date,日收益率_Dret,流通市值加权平均市场日收益率_Drettmv,日无风险收益率_DRfRet,
国农科技,2016-09-30,0.0051,0.0058,0.000077
国农科技,2016-10-10,0.0387,0.0196,0.000077
国农科技,2016-10-11,0.0383,0.0055,0.000077
国农科技,2016-10-12,-0.0007,0.0014,0.000077
国农科技,2016-10-13,-0.0149,0.0012,0.000077
国农科技,2016-10-14,-0.0143,-0.0015,0.000077
国农科技,2016-10-17,-0.0207,-0.0101,0.000077
国农科技,2016-10-18,0.0221,0.0151,0.000077
国农科技,2016-10-19,-0.0036,-0.0017,0.000077
国农科技,2016-10-20,0.0013,0.0033,0.000077
国农科技,2016-10-21,0.0207,-0.0040,0.000077
国农科技,2016-10-24,-0.0033,0.0092,0.000077
国农科技,2016-10-25,-0.0028,0.0039,0.000077
国农科技,2016-10-26,0.0040,-0.0043,0.000077
国农科技,2016-10-27,0.0110,-0.0015,0.000077
国农科技,2016-10-28,-0.0161,-0.0087,0.000077
国农科技,2016-10-29,,,
国农科技,2016-10-31,0.0058,-0.0003,0.000077
国农科技,2016-11-01,0.0456,0.0111,0.000077
国农科技,2016-11-02,0.0321,-0.0077,0.000078
国农科技,2016-11-03,-0.0084,0.0059,0.000078
国农科技,2016-11-04,0.1000,-0.0031,0.000078
国农科技,2016-11-07,-0.0349,-0.0002,0.000078
国农科技,2016-11-08,0.0135,0.0070,0.000078
国农科技,2016-11-09,-0.0292,-0.0066,0.000079
国农科技,2016-11-10,0.0157,0.0140,0.000079
国农科技,2016-11-11,-0.0082,0.0054,0.000079
国农科技,2016-11-14,0.0149,0.0028,0.000079
国农科技,2016-11-15,0.0022,0.0055,0.000079
国农科技,2016-11-16,0.0392,0.0008,0.000080
国农科技,2016-11-17,-0.0128,-0.0029,0.000080
国农科技,2016-11-18,-0.0162,-0.0034,0.000081
国农科技,2016-11-21,-0.0041,0.0027,0.000081
国农科技,2016-11-22,0.0135,0.0088,0.000082
国农科技,2016-11-23,-0.0101,-0.0035,0.000082
国农科技,2016-11-24,-0.0234,-0.0037,0.000082
国农科技,2016-11-25,-0.0240,0.0043,0.000082
国农科技,2016-11-28,-0.0118,0.0006,0.000083
国农科技,2016-11-29,-0.0369,-0.0074,0.000083
国农科技,2016-11-30,0.0091,-0.0024,0.000083
国农科技,2016-12-01,-0.0085,0.0064,0.000084
国农科技,2016-12-02,-0.0112,-0.0172,0.000084
国农科技,2016-12-05,0.0087,-0.0080,0.000085
国农科技,2016-12-06,0.0146,0.0018,0.000085
国农科技,2016-12-07,0.0293,0.0099,0.000085
国农科技,2016-12-08,-0.0133,-0.0057,0.000085
国农科技,2016-12-09,0.0000,-0.0030,0.000086
